GPP_Day,PARin_Day,fAPAR_Day,LE_Day,GPP_MDay,PARin_MDay,fAPAR_MDay,LE_MDay,LAI,LAIgreen,VF,TM_NDVI,TM_EVI2,TM_WDRVI_05,TM_WDRVI_1,TM_Green_NDVI,TM_VARI,TM_CIgreen,MODIS_CIgreen,MERIS_CIre,R_TM_blue,R_TM_green,R_TM_red,R_TM_IR,R_MODIS_green,R_Meris_RE,R_400,R_410,R_420,R_430,R_440,R_450,R_460,R_470,R_480,R_490,R_500,R_510,R_520,R_530,R_540,R_550,R_560,R_570,R_580,R_590,R_600,R_610,R_620,R_630,R_640,R_650,R_660,R_670,R_680,R_690,R_700,R_710,R_720,R_730,R_740,R_750,R_760,R_770,R_780,R_790,R_800,R_810,R_820,R_830,R_840,R_850,R_860,R_870,R_880,R_890,R_900
0.762,876.031,0.926,-181.862,1.135,1349.683,0.919,-278.5,4.295,2.959,71.545,0.779,0.513,-0.425,-0.107,0.742,0.089,5.75,5.117,3.025,2.584,4.991,4.176,33.685,5.507,8.37,1.382,1.502,1.679,1.82,1.94,2.056,2.166,2.245,2.335,2.439,2.645,3.046,3.741,4.626,5.239,5.604,5.677,5.37,5.002,4.846,4.81,4.689,4.516,4.509,4.446,4.229,3.984,3.713,3.772,4.579,6.782,9.957,14.131,19.398,24.271,27.702,30.305,31.149,31.655,32.432,33.038,33.318,33.823,34.171,34.707,34.541,35.305,35.308,35.769,35.3,34.452
0.457,876.162,0.907,-148.592,0.709,1351.233,0.901,-223.4,4.155,2.716,58.979,0.763,0.473,-0.457,-0.146,0.736,0.063,5.577,5.05,2.898,2.605,4.666,4.116,30.689,5.073,7.873,1.369,1.529,1.728,1.891,2.024,2.148,2.25,2.327,2.407,2.488,2.65,2.983,3.59,4.325,4.831,5.164,5.224,4.98,4.709,4.593,4.578,4.502,4.34,4.347,4.31,4.126,3.947,3.734,3.805,4.541,6.461,9.284,12.888,17.988,23.076,26.378,27.744,28.735,29.248,29.811,30.141,30.57,30.646,31.298,31.492,31.577,31.742,31.798,32.14,31.749,31.639
0.413,791.085,0.898,-126.231,0.595,1246.8,0.895,-192.35,3.969,2.392,56.652,0.707,0.453,-0.549,-0.264,0.688,0.037,4.404,4.016,2.161,3.187,5.864,5.441,31.69,6.317,10.024,1.586,1.776,2.027,2.247,2.417,2.572,2.719,2.841,2.944,3.055,3.269,3.688,4.404,5.283,5.952,6.425,6.575,6.33,6.008,5.9,5.9,5.814,5.677,5.716,5.699,5.47,5.235,4.967,5.031,5.971,8.367,11.681,15.705,20.371,24.562,27.272,28.889,29.729,30.388,30.823,31.06,31.561,31.671,31.857,32.427,32.393,32.949,33.052,33.4,33.063,32.086
0.321,785.092,0.898,-106.277,0.487,1233.15,0.894,-157.783,3.876,2.229,45.063,0.724,0.451,-0.524,-0.231,0.717,0.014,5.063,4.706,2.42,2.78,5.049,4.906,30.614,5.365,8.95,1.332,1.511,1.746,1.955,2.105,2.26,2.378,2.489,2.576,2.674,2.862,3.206,3.797,4.505,5.054,5.448,5.592,5.441,5.221,5.163,5.222,5.171,5.071,5.123,5.099,4.92,4.74,4.502,4.543,5.412,7.526,10.374,13.842,18.178,22.291,25.37,27.049,28.006,28.803,29.124,29.667,30.318,30.604,30.857,31.304,31.622,32.332,32.041,32.544,32.576,32.361
0.813,918.322,0.571,-105.088,1.292,1565.833,0.563,-328.8,1.442,1.442,45.044,0.644,0.442,-0.625,-0.369,0.631,0.022,3.415,3.108,2.016,5.356,7.786,7.451,34.376,8.369,11.397,3.799,4.007,4.227,4.41,4.55,4.703,4.849,4.958,5.095,5.235,5.472,5.884,6.649,7.587,8.17,8.478,8.457,8.049,7.66,7.515,7.51,7.434,7.322,7.355,7.391,7.335,7.264,7.25,7.46,8.102,9.894,12.901,17.332,22.71,27.23,30.086,31.834,32.585,33.089,33.455,33.833,33.987,34.326,34.557,34.935,35.134,35.272,35.431,35.803,35.573,35.819
0.878,977.302,0.6,-114.153,1.44,1717.683,0.575,-302.617,2.051,2.051,45.912,0.665,0.469,-0.602,-0.336,0.655,0.017,3.801,3.457,2.307,5.163,7.516,7.267,36.086,8.097,10.911,3.61,3.799,4.018,4.208,4.355,4.528,4.657,4.776,4.925,5.059,5.282,5.69,6.39,7.307,7.88,8.217,8.193,7.782,7.38,7.239,7.26,7.175,7.099,7.152,7.196,7.15,7.124,7.11,7.278,7.86,9.463,12.359,16.785,22.458,27.679,31.139,33.383,34.019,34.569,35.131,35.502,35.94,36.165,36.541,36.804,36.963,37.296,37.358,37.445,37.253,36.922
1.016,1000.033,0.674,-119.653,1.7,1790.917,0.677,-307.2,3.107,3.106,58.238,0.776,0.56,-0.433,-0.116,0.73,0.105,5.418,4.724,3.464,3.757,6.002,4.863,38.519,6.729,8.628,2.439,2.627,2.839,3.006,3.113,3.253,3.337,3.414,3.509,3.608,3.8,4.18,4.954,5.933,6.546,6.866,6.776,6.253,5.742,5.508,5.442,5.255,5.051,5.028,4.984,4.832,4.684,4.569,4.693,5.254,7.016,10.241,15.299,22.074,28.494,32.901,35.738,36.858,37.334,37.765,38.193,38.408,38.786,38.93,39.161,39.545,39.83,39.804,39.644,39.181,38.609
1.443,1028.007,0.744,-96.363,2.21,1735.383,0.722,-374.617,3.898,3.897,74.41,0.863,0.659,-0.192,0.151,0.792,0.222,7.634,6.313,5.049,2.758,4.955,3.153,42.783,5.85,7.073,1.72,1.892,2.082,2.192,2.265,2.339,2.408,2.427,2.482,2.545,2.729,3.14,3.991,5.108,5.722,5.99,5.838,5.171,4.512,4.195,4.071,3.825,3.543,3.477,3.37,3.155,2.949,2.805,2.882,3.437,5.278,8.868,14.593,22.582,30.625,36.33,40.062,41.601,41.939,42.392,42.939,43.251,43.404,43.35,43.517,43.912,43.761,43.401,43.143,42.99,42.078
1.648,1015.302,0.878,-231.573,2.493,1629.767,0.852,-416.483,4.953,4.952,80.594,0.89,0.71,-0.076,0.264,0.821,0.255,9.197,7.522,6.122,2.436,4.502,2.673,45.903,5.386,6.445,1.676,1.792,1.95,2.034,2.059,2.105,2.139,2.142,2.164,2.214,2.367,2.762,3.599,4.676,5.268,5.529,5.362,4.706,4.052,3.73,3.593,3.351,3.075,2.996,2.876,2.69,2.481,2.32,2.401,2.95,4.706,8.184,14.009,22.613,31.375,38.017,42.565,43.814,44.397,45.187,45.664,45.901,46.468,46.35,46.49,46.551,46.81,46.953,47.127,46.977,47.287
1.484,1002.917,0.802,-216.187,2.584,1782.767,0.892,-464.75,5.119,5.116,84.435,0.899,0.761,-0.031,0.305,0.838,0.248,10.317,8.469,6.922,2.404,4.456,2.686,50.433,5.326,6.366,1.474,1.616,1.778,1.876,1.948,2.023,2.081,2.103,2.155,2.206,2.361,2.749,3.555,4.599,5.205,5.47,5.303,4.657,4.026,3.709,3.583,3.348,3.084,2.994,2.899,2.695,2.499,2.345,2.421,2.944,4.671,8.061,13.904,22.961,33.102,40.969,46.264,47.973,48.897,49.639,50.299,50.597,51.072,51.19,51.597,51.92,52.124,51.811,51.976,51.13,49.999
1.711,1033.643,0.934,-244.493,2.769,1685.567,0.932,-486.4,5.339,5.334,86.574,0.911,0.783,0.037,0.366,0.845,0.287,10.934,8.842,7.272,2.213,4.33,2.398,51.676,5.25,6.247,1.384,1.5,1.649,1.74,1.793,1.85,1.9,1.909,1.94,1.986,2.147,2.555,3.415,4.526,5.135,5.404,5.213,4.526,3.854,3.518,3.381,3.129,2.836,2.749,2.631,2.404,2.194,2.027,2.109,2.673,4.487,8.006,13.91,22.995,33.067,41.308,47.476,49.293,50.153,51.379,51.821,52.482,52.791,52.764,53.011,52.81,52.913,52.799,52.627,51.944,50.877
1.831,1007.69,0.936,-243.187,2.764,1566.833,0.933,-475.633,5.461,5.453,86.369,0.916,0.779,0.067,0.392,0.858,0.272,12.105,9.851,8.174,2.09,3.883,2.224,50.888,4.69,5.547,1.552,1.594,1.733,1.764,1.785,1.816,1.845,1.837,1.851,1.888,2.015,2.357,3.107,4.075,4.598,4.814,4.657,4.043,3.446,3.155,3.054,2.822,2.573,2.503,2.402,2.236,2.052,1.911,1.995,2.47,4.004,7.089,12.453,21.209,31.696,40.616,46.722,49.329,50.934,51.836,52.246,52.462,51.74,51.791,52.293,52.314,52.765,52.19,51.161,49.819,45.718
1.44,676.047,0.95,-317.667,1.93,840.683,0.95,-237.05,5.511,5.49,85.197,0.913,0.764,0.049,0.376,0.86,0.248,12.285,10.088,8.103,1.949,3.734,2.248,49.611,4.474,5.45,1.099,1.218,1.369,1.477,1.55,1.623,1.675,1.699,1.727,1.776,1.905,2.243,2.946,3.862,4.366,4.596,4.461,3.918,3.37,3.094,2.995,2.817,2.602,2.534,2.463,2.267,2.087,1.921,1.976,2.49,4.022,6.878,11.818,19.987,29.989,38.801,45.24,47.349,48.38,49.284,49.955,50.541,50.66,50.683,50.727,51.097,51.03,50.592,50.495,49.89,48.241
1.803,1023.799,0.889,-246.127,2.813,1670.983,0.948,-477.9,5.549,5.519,89.036,0.918,0.835,0.075,0.399,0.862,0.265,12.507,10.168,7.928,2.096,4.205,2.442,56.8,5.086,6.362,1.204,1.323,1.491,1.592,1.656,1.728,1.788,1.809,1.836,1.886,2.035,2.436,3.252,4.326,4.949,5.24,5.069,4.421,3.782,3.459,3.349,3.118,2.848,2.777,2.681,2.469,2.255,2.055,2.126,2.731,4.631,8.093,13.857,23.36,35.012,44.932,51.666,53.926,55.103,56.189,56.952,57.243,57.766,57.701,58.102,58.409,58.319,58.426,58.331,57.725,56.143
1.864,1003.633,0.888,-238.613,2.888,1677.333,0.948,-418.35,5.517,5.475,86.71,0.905,0.75,0.003,0.336,0.861,0.202,12.35,10.353,7.996,2.042,3.656,2.428,48.812,4.3,5.426,1.151,1.254,1.417,1.527,1.611,1.706,1.77,1.807,1.849,1.903,2.031,2.327,2.944,3.739,4.195,4.407,4.297,3.813,3.351,3.116,3.046,2.883,2.695,2.65,2.589,2.435,2.287,2.154,2.211,2.669,4.102,6.751,11.444,19.113,28.745,37.438,43.611,45.868,47.085,48.095,48.88,49.269,49.686,49.873,50.076,50.335,50.582,50.263,50.223,49.475,48.854
1.796,784.111,0.827,-271.84,2.809,1317.033,0.952,-369.967,5.458,5.405,83.377,0.901,0.724,-0.022,0.313,0.854,0.201,11.739,9.868,7.673,2.006,3.657,2.435,46.587,4.286,5.372,1.149,1.244,1.395,1.513,1.592,1.669,1.737,1.765,1.804,1.858,1.99,2.301,2.922,3.721,4.175,4.394,4.291,3.824,3.371,3.144,3.071,2.911,2.724,2.664,2.601,2.443,2.297,2.153,2.212,2.675,4.069,6.675,11.199,18.686,28.034,36.246,41.906,43.996,45.084,45.93,47.04,47.213,47.449,47.89,47.762,48.021,48.112,48.055,47.685,47.107,45.548
1.765,927.004,0.827,-192.407,2.902,1574.883,0.953,-404.067,5.398,5.334,85.209,0.893,0.677,-0.062,0.277,0.843,0.2,10.772,9.071,7.004,1.982,3.618,2.412,42.596,4.23,5.322,1.134,1.239,1.384,1.488,1.574,1.646,1.711,1.744,1.786,1.839,1.971,2.276,2.881,3.661,4.12,4.336,4.234,3.793,3.354,3.129,3.058,2.896,2.708,2.651,2.587,2.427,2.268,2.123,2.178,2.652,4.042,6.602,10.906,17.847,26.091,33.302,38.467,40.132,41.24,42.209,42.755,42.936,43.309,43.464,43.628,43.902,44.13,43.707,43.492,43.451,42.115
1.52,931.626,0.828,-270.287,2.515,1612.517,0.953,-460.167,5.351,5.275,85.187,0.891,0.678,-0.071,0.269,0.842,0.197,10.641,8.991,6.889,1.997,3.675,2.465,42.782,4.282,5.423,1.138,1.244,1.39,1.493,1.573,1.653,1.717,1.753,1.797,1.853,1.989,2.298,2.913,3.697,4.162,4.387,4.297,3.859,3.422,3.209,3.129,2.966,2.766,2.725,2.647,2.485,2.311,2.161,2.219,2.707,4.122,6.724,11.093,18.012,26.266,33.343,38.631,40.297,41.323,42.192,42.772,43.178,43.378,43.525,43.838,44.236,44.217,44.222,44.137,43.508,42.279
1.42,847.894,0.726,-267.773,2.599,1608.05,0.95,-475.883,5.234,5.131,85.653,0.882,0.685,-0.111,0.231,0.829,0.198,9.72,8.232,6.431,2.249,4.103,2.745,43.978,4.764,5.919,1.275,1.371,1.543,1.66,1.757,1.851,1.931,1.969,2.024,2.098,2.251,2.599,3.272,4.132,4.627,4.875,4.788,4.307,3.828,3.589,3.504,3.32,3.098,3.043,2.958,2.769,2.581,2.41,2.471,2.986,4.52,7.317,11.945,19.22,27.728,35.186,40.302,42.264,43.369,44.191,44.611,44.837,45.022,44.896,45.483,45.23,45.167,44.731,44.44,43.33,41.802
1.299,797.881,0.826,-263.207,2.14,1353.8,0.952,-403.367,5.151,5.029,81.938,0.887,0.706,-0.092,0.249,0.84,0.183,10.497,8.928,6.804,2.187,3.981,2.751,45.77,4.61,5.865,1.235,1.308,1.466,1.59,1.691,1.783,1.863,1.908,1.964,2.034,2.19,2.545,3.21,4.032,4.499,4.713,4.618,4.155,3.708,3.476,3.419,3.259,3.063,3.007,2.934,2.751,2.583,2.44,2.517,3.026,4.521,7.208,11.738,19.235,28.165,35.643,40.77,42.997,44.159,45.124,45.62,46.114,45.827,46.418,46.697,47.606,47.545,47.476,47.598,47.023,45.579
1.414,816.286,0.816,-103.113,2.557,1506.333,0.94,-449.083,5.063,4.856,77.991,0.871,0.637,-0.16,0.183,0.827,0.158,9.536,8.246,6.062,2.106,3.813,2.774,40.175,4.345,5.689,1.175,1.267,1.42,1.527,1.626,1.712,1.792,1.84,1.903,1.97,2.128,2.453,3.052,3.789,4.22,4.435,4.38,3.999,3.619,3.442,3.382,3.239,3.053,3.017,2.95,2.794,2.622,2.468,2.537,3.032,4.447,6.931,11.016,17.482,24.963,31.27,35.832,37.463,38.452,39.212,39.65,40.336,40.648,40.813,41.259,41.705,41.745,41.831,41.964,41.409,40.311
1.171,722.412,0.811,-138.693,2.028,1336.017,0.937,-340.267,5.035,4.79,79.474,0.86,0.661,-0.202,0.141,0.817,0.145,8.919,7.755,5.604,2.4,4.353,3.249,43.176,4.932,6.538,1.292,1.415,1.58,1.709,1.824,1.943,2.024,2.095,2.156,2.248,2.429,2.815,3.491,4.304,4.781,5.035,4.979,4.586,4.16,3.955,3.886,3.737,3.545,3.504,3.427,3.25,3.075,2.928,2.998,3.561,5.164,7.913,12.276,19.006,27.144,33.819,38.646,40.359,41.348,42.199,42.951,43.302,43.277,43.764,44.25,44.619,44.986,45.098,45.295,44.364,43.19
1.269,949.598,0.868,-284.9,1.976,1528.317,0.933,-347.017,4.966,4.625,80.214,0.861,0.622,-0.197,0.146,0.812,0.164,8.636,7.438,5.399,2.161,4.084,2.933,39.353,4.664,6.15,1.145,1.244,1.397,1.524,1.633,1.742,1.825,1.885,1.943,2.014,2.181,2.527,3.174,3.977,4.488,4.762,4.74,4.339,3.926,3.712,3.638,3.486,3.282,3.24,3.157,2.957,2.779,2.582,2.635,3.183,4.806,7.494,11.642,18.018,25.288,31.306,35.648,36.836,37.863,38.573,39.236,39.49,39.963,40.123,40.406,40.299,40.832,40.883,40.88,40.197,39.066
0.937,945.206,0.937,-84.285,1.433,1442.333,0.93,-301.333,4.828,4.296,79.812,0.827,0.582,-0.308,0.028,0.785,0.12,7.308,6.404,4.175,2.42,4.525,3.555,37.595,5.078,7.265,1.259,1.385,1.558,1.714,1.841,1.967,2.077,2.132,2.201,2.275,2.438,2.799,3.474,4.312,4.866,5.181,5.186,4.826,4.42,4.256,4.204,4.062,3.881,3.872,3.8,3.592,3.378,3.153,3.207,3.887,5.784,8.746,13.165,19.502,26.104,31.544,34.289,35.935,36.525,36.828,37.328,37.625,37.992,37.965,38.309,38.506,38.922,38.747,38.77,38.727,37.457
0.774,953.453,0.534,-195.42,1.18,1605.05,0.557,-310.7,1.286,1.285,41.015,0.638,0.433,-0.631,-0.378,0.629,0.015,3.386,3.099,1.96,5.165,7.682,7.458,33.692,8.219,11.382,3.461,3.697,3.969,4.145,4.314,4.482,4.636,4.744,4.887,5.042,5.286,5.729,6.511,7.425,8.006,8.322,8.329,7.97,7.615,7.481,7.481,7.401,7.306,7.348,7.405,7.332,7.284,7.261,7.461,8.114,9.894,12.871,17.101,22.434,26.915,29.646,31.518,32.205,32.649,33.02,33.38,33.535,33.77,34.045,34.275,34.387,34.59,34.63,34.733,34.311,34.335
0.774,1065.688,0.597,-153.6,1.168,1758.5,0.557,-246.6,1.816,1.815,41.755,0.668,0.421,-0.599,-0.332,0.661,0.012,3.896,3.576,2.331,4.228,6.242,6.089,30.559,6.679,9.173,2.988,3.155,3.34,3.489,3.589,3.715,3.816,3.894,4.01,4.13,4.321,4.666,5.269,6.015,6.487,6.774,6.775,6.488,6.194,6.083,6.091,6.011,5.941,5.982,6.031,5.992,5.96,5.953,6.103,6.601,7.985,10.361,14.025,18.676,23.026,26.062,27.952,28.66,29.146,29.563,29.9,30.286,30.482,30.825,31.14,31.389,31.636,31.77,31.9,31.903,31.83
1.062,1085.219,0.686,-199.325,1.676,1802.467,0.652,-332.533,2.524,2.521,54.791,0.744,0.498,-0.493,-0.191,0.706,0.079,4.802,4.193,2.989,3.621,5.891,5.027,34.182,6.582,8.57,2.336,2.506,2.711,2.866,2.981,3.108,3.201,3.27,3.369,3.482,3.686,4.05,4.8,5.797,6.395,6.706,6.646,6.159,5.657,5.445,5.414,5.291,5.129,5.132,5.117,4.983,4.86,4.761,4.891,5.448,7.038,10.102,14.637,20.446,25.929,29.62,32.13,32.873,33.343,33.708,34.022,34.231,34.581,34.478,34.659,35.003,35.051,34.957,34.899,34.501,34.289
1.4,1037.225,0.718,-206.019,2.15,1752.7,0.7,-374.267,3.054,3.051,63.085,0.811,0.577,-0.353,-0.022,0.757,0.138,6.245,5.358,3.98,3.135,5.244,3.971,37.996,5.976,7.63,2.007,2.15,2.358,2.502,2.604,2.698,2.769,2.808,2.879,2.963,3.139,3.523,4.3,5.27,5.835,6.093,6.001,5.49,4.93,4.686,4.596,4.421,4.22,4.173,4.112,3.95,3.789,3.676,3.774,4.324,6.011,9.248,14.132,20.602,27.457,32.074,35.355,36.33,36.782,37.246,37.725,38.136,38.336,38.608,38.45,38.954,38.945,38.854,38.871,38.843,38.499
1.571,960.744,0.776,-246.794,2.551,1647.967,0.783,-423.767,3.5,3.495,71.163,0.861,0.632,-0.2,0.143,0.791,0.217,7.577,6.318,4.994,2.621,4.706,3.025,40.366,5.516,6.734,1.584,1.719,1.909,2.043,2.13,2.211,2.28,2.311,2.356,2.425,2.595,2.984,3.807,4.822,5.385,5.638,5.524,4.937,4.318,4.026,3.898,3.661,3.411,3.334,3.229,3.034,2.834,2.673,2.752,3.317,5.048,8.42,13.802,21.398,28.848,34.238,38.222,38.851,39.586,40.136,40.609,40.857,41.21,41.18,41.069,41.239,41.194,40.945,40.842,40.302,39.25
1.355,1070.488,0.793,-232.894,2.169,1793.517,0.795,-392.883,3.835,3.829,80.955,0.887,0.649,-0.091,0.25,0.823,0.235,9.325,7.698,6.213,2.146,3.913,2.425,40.4,4.645,5.601,1.327,1.439,1.593,1.69,1.754,1.825,1.871,1.887,1.92,1.972,2.107,2.446,3.136,4.034,4.537,4.758,4.639,4.097,3.549,3.288,3.179,2.972,2.744,2.677,2.587,2.419,2.26,2.136,2.216,2.678,4.162,7.04,11.815,19.079,27.013,33.178,37.221,38.614,39.293,39.886,40.289,40.533,41.025,40.958,41.318,41.467,41.524,41.395,41.419,40.877,40.187
1.58,974.244,0.84,-229.25,2.593,1722.467,0.885,-409.933,4.28,4.273,79.709,0.886,0.693,-0.096,0.245,0.821,0.236,9.197,7.609,6.017,2.341,4.37,2.7,44.564,5.177,6.351,1.43,1.547,1.702,1.822,1.894,1.966,2.023,2.044,2.087,2.146,2.304,2.684,3.478,4.481,5.049,5.317,5.164,4.573,3.992,3.701,3.577,3.346,3.094,3.019,2.908,2.704,2.504,2.351,2.433,2.982,4.686,8.015,13.453,21.357,29.772,36.253,41.279,42.478,43.322,44.222,44.583,45.085,45.376,45.421,45.665,45.448,45.575,45.497,45.463,45.025,44.022
1.604,1025.553,0.897,-270.4,2.365,1616.05,0.88,-428.483,4.261,4.245,77.558,0.879,0.686,-0.124,0.218,0.819,0.214,9.08,7.638,6.13,2.56,4.398,2.845,44.336,5.132,6.219,1.702,1.798,1.991,2.089,2.158,2.225,2.278,2.294,2.328,2.373,2.524,2.873,3.587,4.499,5.011,5.254,5.132,4.582,4.061,3.782,3.677,3.463,3.217,3.143,3.036,2.846,2.666,2.52,2.596,3.107,4.694,7.744,12.689,20.112,28.581,35.48,40.33,41.737,42.728,43.558,44.012,44.371,44.625,44.937,45.254,45.182,45.907,45.701,45.733,45.514,45.445
1.251,672.247,0.854,-142.327,1.638,822.75,0.908,-183.3,4.235,4.207,83.765,0.886,0.703,-0.097,0.244,0.827,0.217,9.588,7.999,6.276,2.302,4.307,2.769,45.602,5.068,6.267,1.26,1.39,1.57,1.7,1.794,1.897,1.966,2.005,2.056,2.124,2.283,2.668,3.42,4.392,4.945,5.191,5.067,4.516,3.968,3.68,3.582,3.389,3.151,3.077,2.983,2.78,2.595,2.424,2.488,3.036,4.724,7.811,12.97,20.906,29.838,37.012,41.761,43.448,44.339,45.069,45.699,46.091,46.337,46.278,46.507,46.923,47.208,46.905,46.806,46.083,44.57
1.529,1008.467,0.86,-244.987,2.343,1648.667,0.913,-408.083,4.194,4.148,78.242,0.862,0.696,-0.195,0.147,0.801,0.197,8.029,6.779,5.095,2.787,5.162,3.463,46.613,5.992,7.647,1.482,1.667,1.891,2.049,2.167,2.293,2.387,2.432,2.492,2.572,2.772,3.237,4.11,5.194,5.814,6.135,6.027,5.429,4.829,4.517,4.407,4.192,3.916,3.853,3.737,3.486,3.259,3.02,3.093,3.793,5.884,9.411,14.84,22.91,31.641,38.607,43.316,44.389,45.302,46.055,46.747,47.019,47.372,47.296,47.594,47.774,47.62,47.655,47.6,47.134,46.33
1.535,1004.227,0.795,-211.107,2.333,1683.617,0.913,-362.433,4.085,3.991,84.774,0.871,0.659,-0.161,0.182,0.808,0.21,8.433,7.063,5.275,2.357,4.478,2.922,42.239,5.239,6.731,1.21,1.351,1.539,1.682,1.789,1.909,1.989,2.04,2.096,2.172,2.353,2.761,3.54,4.522,5.093,5.363,5.261,4.706,4.153,3.879,3.785,3.581,3.343,3.274,3.173,2.939,2.733,2.543,2.59,3.203,5.083,8.38,13.399,20.68,28.511,34.514,38.795,40.163,40.932,41.688,42.292,42.666,42.846,43.085,43.023,43.27,43.588,43.179,43.275,42.561,42.218
1.472,798.987,0.794,-204.8,2.341,1350.667,0.913,-361.717,3.976,3.833,82.052,0.858,0.654,-0.209,0.134,0.794,0.202,7.688,6.484,4.865,2.596,4.899,3.253,42.564,5.687,7.257,1.296,1.456,1.676,1.85,1.979,2.105,2.204,2.247,2.312,2.398,2.591,3.032,3.876,4.907,5.511,5.823,5.727,5.168,4.598,4.291,4.193,3.984,3.728,3.65,3.538,3.282,3.057,2.834,2.878,3.537,5.534,8.98,14.103,21.342,29.088,34.951,39.081,40.367,41.096,41.744,42.67,42.987,43.114,43.525,43.426,43.895,43.933,43.92,43.688,43.16,41.849
1.45,952.713,0.79,-195.333,2.229,1649.35,0.902,-358.467,3.846,3.369,79.028,0.838,0.595,-0.276,0.063,0.77,0.191,6.707,5.718,4.157,2.583,4.956,3.366,38.191,5.685,7.406,1.263,1.426,1.638,1.807,1.938,2.07,2.165,2.228,2.306,2.394,2.597,3.038,3.868,4.895,5.487,5.804,5.765,5.277,4.734,4.444,4.325,4.109,3.855,3.791,3.68,3.424,3.156,2.909,2.952,3.653,5.732,9.08,13.93,20.389,26.625,31.607,35.129,36.19,36.862,37.519,38.052,38.276,38.487,38.612,38.988,39.399,39.427,39.493,39.41,38.953,38.074
1.252,960.173,0.789,-172.453,1.805,1603.883,0.897,-291.317,3.761,2.763,65.718,0.716,0.527,-0.536,-0.247,0.678,0.074,4.205,3.835,2.398,4.319,7.512,6.479,39.102,8.088,11.506,1.812,2.145,2.572,2.912,3.183,3.443,3.654,3.8,3.972,4.151,4.481,5.061,5.992,7.065,7.758,8.199,8.306,7.977,7.567,7.393,7.353,7.209,6.993,6.972,6.85,6.523,6.216,5.862,5.929,7.003,9.7,13.312,18.125,24.009,28.955,32.59,35.673,36.632,37.399,38.279,38.616,38.923,39.12,39.477,40.011,40.157,40.427,40.352,40.609,40.034,40.825
0.953,803.853,0.775,-171.667,1.529,1373.933,0.882,-300.35,3.701,2.331,75.673,0.679,0.437,-0.585,-0.313,0.648,0.055,3.689,3.333,1.775,3.235,6.732,6.034,31.566,7.285,11.375,1.42,1.568,1.809,2.001,2.173,2.339,2.527,2.662,2.813,2.992,3.361,4.053,5.137,6.288,6.964,7.385,7.506,7.211,6.798,6.643,6.655,6.53,6.325,6.342,6.304,6.002,5.735,5.463,5.606,6.783,9.611,13.139,17.066,21.585,24.795,26.648,28.064,28.898,29.535,30.236,30.763,31.046,31.09,31.629,32.215,32.968,33.341,33.505,34.076,33.451,32.678
0.973,838.433,0.753,-162.787,1.586,1452.133,0.86,-282.233,3.61,2.153,42.01,0.61,0.354,-0.657,-0.415,0.61,0.0,3.133,2.904,1.493,3.436,6.416,6.415,26.515,6.792,10.638,1.556,1.751,1.996,2.198,2.389,2.588,2.788,2.952,3.133,3.301,3.615,4.123,4.986,5.906,6.492,6.868,7.016,6.833,6.589,6.51,6.546,6.483,6.401,6.481,6.529,6.373,6.219,6.026,6.168,7.108,9.253,12.022,15.173,18.446,20.885,22.585,23.779,24.339,24.772,25.353,25.85,26.171,26.479,26.915,27.207,27.428,27.693,27.989,27.992,28.064,27.698
0.908,801.6,0.746,-143.64,1.461,1477.833,0.847,-268.983,3.426,1.797,30.88,0.563,0.327,-0.697,-0.474,0.584,-0.032,2.809,2.708,1.226,3.811,6.847,7.3,26.079,7.033,11.716,1.722,1.94,2.253,2.473,2.687,2.896,3.102,3.3,3.504,3.692,4.017,4.567,5.41,6.226,6.745,7.115,7.24,7.242,7.181,7.221,7.24,7.245,7.139,7.256,7.31,7.207,7.081,6.973,7.159,8.115,10.317,13.115,15.885,18.418,20.203,21.484,22.449,23.232,23.871,24.332,24.723,25.365,25.623,26.101,26.673,27.319,27.705,28.102,28.807,28.488,28.392
0.727,742.427,0.739,-103.587,1.082,1371.783,0.838,-178.5,3.335,1.619,24.625,0.485,0.281,-0.748,-0.553,0.546,-0.083,2.404,2.367,0.962,4.163,7.375,8.714,25.105,7.457,12.792,1.726,2.001,2.339,2.604,2.873,3.131,3.384,3.629,3.865,4.104,4.455,4.984,5.75,6.531,7.105,7.514,7.752,7.835,7.831,7.964,8.097,8.183,8.246,8.466,8.6,8.603,8.529,8.439,8.645,9.718,11.7,13.885,16.546,18.478,19.988,21.214,22.248,22.692,23.301,23.872,24.34,24.767,24.656,25.369,25.75,26.067,26.452,26.673,27.065,26.795,26.524
0.638,955.129,0.799,-94.257,0.939,1537.233,0.832,-149.533,3.106,1.175,16.744,0.441,0.222,-0.771,-0.59,0.552,-0.147,2.467,2.547,0.824,3.271,5.79,7.78,20.075,5.66,11.007,1.403,1.575,1.799,2.009,2.214,2.428,2.635,2.843,3.058,3.271,3.545,3.919,4.465,4.951,5.34,5.679,5.961,6.145,6.313,6.511,6.745,6.847,6.943,7.161,7.394,7.561,7.695,7.786,8.061,8.798,10.214,11.8,13.093,14.382,15.314,16.05,16.781,17.241,17.858,18.344,18.972,19.357,19.865,20.346,20.886,21.06,21.61,21.932,22.421,22.165,22.293
