GPP_Day,PARin_Day,fAPAR_Day,LE_Day,GPP_MDay,PARin_MDay,fAPAR_MDay,LE_MDay,LAI,LAIgreen,VF,TM_NDVI,TM_EVI2,TM_WDRVI_05,TM_WDRVI_1,TM_Green_NDVI,TM_VARI,TM_CIgreen,MODIS_CIgreen,MERIS_CIre,R_TM_blue,R_TM_green,R_TM_red,R_TM_IR,R_MODIS_green,R_Meris_RE,R_400,R_410,R_420,R_430,R_440,R_450,R_460,R_470,R_480,R_490,R_500,R_510,R_520,R_530,R_540,R_550,R_560,R_570,R_580,R_590,R_600,R_610,R_620,R_630,R_640,R_650,R_660,R_670,R_680,R_690,R_700,R_710,R_720,R_730,R_740,R_750,R_760,R_770,R_780,R_790,R_800,R_810,R_820,R_830,R_840,R_850,R_860,R_870,R_880,R_890,R_900
0.134,864.341,0.355,-135.847,0.227,1526.55,0.31,-237.417,0.659,0.658,24.435,0.322,0.181,-0.822,-0.674,0.395,-0.084,1.305,1.291,0.517,7.042,9.641,11.407,22.224,9.702,14.649,4.992,5.197,5.334,5.701,5.763,6.1,6.346,6.65,6.825,7.053,7.324,7.72,8.32,8.932,9.435,9.736,9.934,9.997,10.024,10.106,10.286,10.435,10.539,10.763,10.944,11.104,11.335,11.507,11.854,12.342,13.731,15.567,17.42,19.189,20.959,21.755,20.7,22.02,22.093,21.895,22.497,22.655,22.54,22.885,22.836,22.93,22.895,22.72,22.588,22.582,19.526
0.61,943.638,0.544,-181.163,0.863,1540.15,0.503,-294.55,1.216,1.209,39.519,0.481,0.281,-0.75,-0.556,0.511,-0.039,2.087,1.967,0.984,5.699,8.245,8.921,25.452,8.577,12.826,4.056,4.245,4.324,4.702,4.662,4.947,5.136,5.347,5.484,5.616,5.883,6.253,6.924,7.816,8.317,8.659,8.755,8.545,8.361,8.391,8.44,8.455,8.494,8.59,8.72,8.753,8.786,8.834,9.05,9.715,11.465,14.188,17.504,20.751,23.961,25.397,23.497,26.007,25.855,25.577,25.948,25.975,25.848,26.075,26.137,26.699,25.926,25.781,25.155,24.82,22.479
0.669,973.788,0.701,-238.488,1.003,1671.267,0.68,-427.067,1.99,1.971,52.374,0.681,0.455,-0.582,-0.309,0.669,0.023,4.04,3.644,1.963,4.284,6.62,6.32,33.368,7.186,11.262,3.05,3.253,3.3,3.495,3.545,3.689,3.826,3.936,4.072,4.181,4.384,4.699,5.484,6.446,7.019,7.267,7.271,6.885,6.483,6.355,6.37,6.277,6.172,6.229,6.222,6.143,6.134,6.18,6.382,6.952,9.208,13.316,18.656,24.927,30.341,33.079,31.009,34.841,34.678,34.801,34.833,34.713,34.218,34.053,34.165,33.875,33.583,33.185,32.311,31.89,28.362
1.092,1002.08,0.817,-296.953,1.512,1621.717,0.805,-485.6,2.858,2.825,70.983,0.816,0.547,-0.34,-0.008,0.763,0.139,6.445,5.53,3.235,2.782,4.692,3.547,34.931,5.349,8.248,2.075,2.264,2.249,2.378,2.335,2.411,2.468,2.539,2.552,2.608,2.748,3.079,3.848,4.77,5.248,5.46,5.34,4.872,4.402,4.175,4.112,3.938,3.742,3.702,3.586,3.429,3.348,3.286,3.442,4.038,6.187,10.31,16.4,23.38,29.964,33.772,33.313,36.221,36.269,36.397,36.536,36.604,36.017,36.029,35.902,35.255,34.764,34.314,33.508,33.047,29.788
0.787,471.953,0.901,-124.68,0.994,623.133,0.9,-157.917,3.846,3.797,86.299,0.878,0.743,-0.131,0.211,0.819,0.208,9.074,7.299,4.405,2.844,4.994,3.276,50.304,6.061,9.307,2.403,2.65,2.518,2.706,2.545,2.539,2.596,2.682,2.582,2.576,2.705,3.05,4.023,5.366,5.976,6.219,5.989,5.116,4.342,4.013,3.897,3.667,3.405,3.383,3.3,3.157,3.055,2.999,3.206,3.833,6.548,12.066,21.034,31.731,43.115,49.8,45.114,53.911,54.093,53.826,54.015,53.586,51.784,50.511,51.805,51.153,50.599,49.844,48.691,47.105,38.522
1.077,1036.393,0.935,-286.427,1.626,1676.617,0.933,-502.867,4.728,4.678,86.916,0.92,0.667,0.09,0.411,0.874,0.235,13.852,11.145,6.404,1.451,2.701,1.674,40.111,3.303,5.417,1.103,1.218,1.207,1.314,1.257,1.284,1.315,1.343,1.306,1.312,1.386,1.573,2.092,2.835,3.227,3.41,3.271,2.796,2.372,2.185,2.119,1.976,1.821,1.794,1.732,1.625,1.533,1.471,1.583,1.982,3.63,7.205,13.374,22.258,31.815,39.017,37.597,42.453,42.586,42.595,42.878,42.812,41.71,41.443,41.257,40.378,39.818,38.839,37.67,36.767,32.868
1.045,730.667,0.955,-178.167,1.763,1236.4,0.957,-304.3,5.053,5.011,93.195,0.919,0.74,0.085,0.407,0.878,0.214,14.353,11.625,6.565,1.693,3.049,1.973,46.814,3.708,6.188,1.312,1.46,1.425,1.575,1.473,1.492,1.535,1.584,1.527,1.526,1.615,1.837,2.426,3.236,3.648,3.831,3.645,3.112,2.656,2.473,2.415,2.262,2.093,2.067,2.018,1.902,1.817,1.769,1.912,2.322,4.093,8.283,15.565,25.736,37.141,45.167,43.022,49.699,49.808,49.486,50.083,49.667,48.411,47.771,47.929,47.771,46.863,46.036,44.135,43.654,37.873
1.047,890.727,0.966,-241.4,1.704,1519.367,0.967,-430.867,4.428,4.391,93.321,0.912,0.659,0.044,0.372,0.871,0.201,13.506,11.095,6.11,1.55,2.746,1.825,39.829,3.293,5.602,1.221,1.332,1.323,1.454,1.38,1.396,1.428,1.458,1.416,1.418,1.485,1.659,2.142,2.836,3.212,3.402,3.265,2.844,2.469,2.299,2.242,2.099,1.95,1.924,1.885,1.788,1.688,1.625,1.731,2.136,3.775,7.429,13.845,22.56,31.742,38.563,37.534,41.845,41.974,41.957,42.304,42.441,41.472,41.199,41.303,40.213,39.807,38.653,37.448,36.696,32.589
0.938,754.307,0.959,-172.579,1.413,1232.967,0.96,-292.983,3.525,3.335,91.974,0.885,0.704,-0.101,0.241,0.831,0.204,9.806,8.129,4.275,2.228,4.235,2.8,45.768,5.014,8.676,1.696,1.843,1.837,2.014,1.919,1.947,1.996,2.047,2.02,2.038,2.143,2.439,3.192,4.259,4.844,5.155,5.043,4.495,3.946,3.633,3.552,3.331,3.067,3.024,2.946,2.755,2.596,2.456,2.575,3.251,5.987,11.364,19.379,29.263,39.227,45.171,40.989,48.833,48.913,48.683,49.607,49.522,47.508,46.988,47.608,47.098,45.994,44.56,43.314,41.657,35.249
0.862,819.629,0.951,-186.7,1.353,1343.9,0.948,-334.567,2.593,2.138,96.09,0.858,0.654,-0.209,0.133,0.786,0.22,7.362,6.236,2.678,2.311,5.092,3.256,42.581,5.885,11.578,1.656,1.798,1.817,1.958,1.908,1.942,1.991,2.053,2.021,2.051,2.215,2.619,3.595,4.802,5.575,6.041,6.038,5.564,4.968,4.666,4.582,4.278,3.903,3.805,3.603,3.225,2.918,2.621,2.71,3.908,8.241,14.916,22.465,30.674,37.768,41.572,38.799,43.989,43.92,44.147,44.528,45.02,44.24,44.041,44.157,43.654,42.82,42.335,40.596,39.876,36.594
0.288,372.723,0.934,-135.646,0.384,583.867,0.935,-176.933,1.66,0.942,95.79,0.726,0.516,-0.521,-0.227,0.66,0.126,3.888,3.486,1.127,3.105,7.595,5.89,37.127,8.277,17.452,2.012,2.226,2.247,2.416,2.363,2.44,2.528,2.613,2.592,2.675,2.991,3.765,5.235,6.782,7.83,8.422,8.578,8.365,7.86,7.631,7.652,7.415,7.028,7.007,6.67,5.912,5.274,4.507,4.629,7.236,13.954,20.95,26.368,31.083,35.294,37.526,32.918,38.596,38.676,38.669,38.916,38.887,37.863,37.736,38.553,38.826,38.442,37.707,36.085,35.42,29.605
0.098,990.381,0.181,-63.988,0.126,1696.0,0.113,-98.417,0.249,0.247,8.165,0.181,0.112,-0.865,-0.748,0.299,-0.125,0.853,0.891,0.242,9.671,12.919,16.604,23.945,12.665,19.284,6.532,6.838,7.089,7.53,7.862,8.401,8.764,9.117,9.43,9.782,10.164,10.59,11.124,11.756,12.242,12.674,13.08,13.382,13.728,13.968,14.314,14.687,15.015,15.335,15.733,16.192,16.537,16.998,17.464,17.97,18.872,19.697,20.374,21.243,22.03,22.359,21.463,22.712,23.024,23.363,23.688,24.04,24.289,24.638,24.617,24.847,25.026,25.077,24.622,24.62,23.143
0.169,884.388,0.294,-117.625,0.258,1567.0,0.245,-193.55,0.477,0.477,24.299,0.359,0.22,-0.808,-0.65,0.43,-0.084,1.506,1.467,0.588,7.213,10.317,12.204,25.856,10.481,16.285,4.953,5.205,5.332,5.772,5.847,6.197,6.511,6.747,6.981,7.146,7.497,7.93,8.698,9.525,10.121,10.55,10.772,10.764,10.708,10.768,10.944,11.097,11.205,11.471,11.706,11.889,12.091,12.346,12.671,13.252,14.969,17.601,19.863,22.154,24.235,25.013,23.729,25.274,25.498,25.359,25.876,26.154,26.087,26.557,26.745,26.775,26.704,26.944,26.062,26.408,23.669
0.264,858.094,0.352,-116.741,0.416,1528.75,0.308,-202.033,0.943,0.942,24.558,0.322,0.182,-0.823,-0.674,0.401,-0.091,1.337,1.324,0.514,6.895,9.627,11.551,22.499,9.681,14.865,4.837,5.045,5.19,5.545,5.631,5.967,6.206,6.495,6.677,6.886,7.16,7.576,8.194,8.857,9.371,9.718,9.954,10.006,10.036,10.154,10.35,10.503,10.642,10.864,11.052,11.245,11.475,11.683,12.013,12.525,13.942,15.789,17.627,19.434,21.099,21.87,20.961,22.17,22.225,22.095,22.725,22.917,22.858,23.109,23.124,23.189,23.192,23.059,22.905,22.803,20.156
0.565,1008.833,0.581,-160.067,0.731,1554.017,0.5,-236.433,1.402,1.396,45.558,0.549,0.347,-0.707,-0.488,0.558,-0.013,2.529,2.345,1.186,5.488,8.303,8.523,29.301,8.76,13.405,3.851,4.063,4.135,4.48,4.469,4.737,4.915,5.105,5.229,5.359,5.639,6.045,6.871,7.91,8.524,8.844,8.911,8.638,8.347,8.336,8.345,8.283,8.267,8.329,8.399,8.373,8.323,8.328,8.554,9.353,11.616,15.195,19.407,23.781,27.606,29.375,26.521,30.326,30.26,29.84,30.141,30.24,29.793,30.022,30.042,30.586,29.663,29.49,28.756,28.519,25.32
0.722,1031.687,0.654,-217.98,1.067,1663.133,0.613,-361.867,2.158,2.145,56.176,0.672,0.446,-0.594,-0.325,0.661,0.021,3.891,3.499,1.851,4.23,6.734,6.461,32.94,7.322,11.555,2.92,3.137,3.194,3.368,3.449,3.604,3.742,3.859,3.991,4.124,4.338,4.673,5.506,6.535,7.125,7.409,7.431,7.011,6.613,6.48,6.497,6.404,6.299,6.378,6.36,6.289,6.261,6.309,6.514,7.119,9.496,13.614,18.721,24.839,30.11,32.749,29.789,34.219,34.046,34.19,34.235,34.183,33.787,33.721,33.702,33.571,33.241,32.945,32.24,31.872,28.358
0.933,994.6,0.814,-259.7,1.296,1616.85,0.775,-423.417,2.933,2.914,70.844,0.789,0.5,-0.403,-0.081,0.742,0.115,5.743,4.951,2.831,2.75,4.74,3.76,31.963,5.371,8.342,1.949,2.132,2.142,2.243,2.26,2.357,2.422,2.5,2.519,2.584,2.735,3.054,3.826,4.768,5.244,5.477,5.391,4.928,4.499,4.291,4.235,4.077,3.907,3.887,3.793,3.654,3.572,3.512,3.653,4.249,6.4,10.285,15.783,22.013,27.915,31.231,30.114,33.008,32.935,33.058,33.155,33.291,32.729,32.9,32.723,32.251,31.894,31.552,31.045,30.796,28.001
0.641,461.66,0.775,-110.273,0.853,601.917,0.892,-142.383,3.564,3.54,87.444,0.88,0.727,-0.121,0.222,0.816,0.228,8.858,7.051,4.269,2.61,4.906,3.082,48.362,6.007,9.179,2.102,2.364,2.22,2.398,2.248,2.248,2.31,2.408,2.302,2.321,2.475,2.881,3.936,5.342,5.915,6.172,5.933,5.011,4.223,3.867,3.754,3.512,3.234,3.206,3.117,2.969,2.863,2.796,2.994,3.63,6.438,11.919,20.734,30.743,41.536,48.253,43.18,51.658,52.068,51.753,52.01,51.499,49.762,48.672,49.826,49.312,48.717,48.044,46.936,45.535,36.452
0.918,1031.653,0.804,-256.593,1.461,1680.633,0.91,-439.467,4.51,4.467,89.143,0.898,0.64,-0.034,0.302,0.849,0.206,11.288,9.298,5.507,1.76,3.17,2.086,38.957,3.783,5.987,1.271,1.405,1.417,1.528,1.493,1.541,1.581,1.614,1.586,1.604,1.703,1.93,2.52,3.294,3.699,3.887,3.764,3.293,2.858,2.643,2.575,2.428,2.268,2.234,2.157,2.032,1.933,1.863,1.965,2.419,4.187,7.786,13.728,22.278,31.318,37.969,35.843,41.111,41.226,41.326,41.479,41.631,40.466,40.28,40.103,39.331,38.76,37.908,36.75,36.016,32.128
0.887,718.987,0.822,-184.313,1.592,1223.317,0.952,-313.15,4.448,4.418,94.101,0.911,0.72,0.037,0.366,0.862,0.23,12.48,10.018,5.837,1.842,3.373,2.112,45.462,4.126,6.649,1.402,1.568,1.532,1.695,1.595,1.613,1.661,1.712,1.655,1.655,1.751,2.004,2.687,3.613,4.067,4.26,4.052,3.442,2.915,2.694,2.624,2.449,2.258,2.226,2.167,2.031,1.944,1.891,2.049,2.474,4.422,8.877,16.341,26.562,37.641,45.084,42.236,48.896,48.812,48.436,48.818,48.33,46.772,46.088,46.277,46.179,45.307,44.467,42.699,42.221,36.389
1.102,877.127,0.835,-235.0,1.757,1503.267,0.962,-417.317,3.624,3.575,95.684,0.908,0.651,0.02,0.351,0.861,0.218,12.386,10.102,5.669,1.6,2.942,1.89,39.375,3.547,5.904,1.175,1.296,1.308,1.447,1.385,1.415,1.451,1.484,1.447,1.457,1.534,1.732,2.277,3.051,3.465,3.66,3.515,3.055,2.636,2.441,2.373,2.213,2.045,2.012,1.964,1.849,1.739,1.673,1.779,2.212,4.0,7.808,14.242,23.004,32.07,38.55,37.399,41.539,41.671,41.553,41.814,42.082,40.976,40.696,40.751,39.571,39.173,38.13,36.906,36.211,32.148
1.037,718.75,0.884,-160.114,1.573,1146.5,0.95,-267.717,2.946,2.829,82.11,0.893,0.661,-0.061,0.278,0.837,0.221,10.291,8.473,4.627,1.907,3.643,2.322,41.135,4.342,7.311,1.396,1.519,1.544,1.711,1.638,1.667,1.713,1.747,1.722,1.731,1.83,2.09,2.756,3.685,4.207,4.472,4.348,3.857,3.356,3.097,3.011,2.809,2.58,2.543,2.462,2.297,2.143,2.013,2.108,2.688,5.016,9.606,16.643,25.698,34.645,40.371,37.839,43.607,43.814,43.603,44.431,44.376,42.795,42.31,42.497,42.06,41.148,39.958,38.77,37.284,32.529
0.832,796.986,0.811,-180.086,1.307,1323.133,0.943,-331.667,2.077,1.772,96.73,0.864,0.64,-0.185,0.158,0.79,0.235,7.519,6.299,2.94,2.231,4.798,2.975,40.878,5.601,10.376,1.521,1.675,1.712,1.883,1.827,1.868,1.918,1.98,1.95,1.98,2.136,2.536,3.483,4.639,5.354,5.752,5.696,5.193,4.593,4.288,4.186,3.887,3.532,3.444,3.266,2.944,2.684,2.429,2.516,3.539,7.307,13.445,20.889,29.007,35.905,39.821,38.059,42.54,42.471,42.612,42.953,43.29,42.578,42.205,42.369,41.694,40.956,40.272,38.712,37.845,34.616
0.29,374.454,0.852,-166.015,0.371,586.2,0.917,-225.317,1.207,0.715,97.399,0.745,0.571,-0.491,-0.188,0.67,0.149,4.058,3.582,1.201,3.426,8.283,6.134,41.901,9.144,19.04,2.175,2.401,2.484,2.643,2.627,2.728,2.808,2.88,2.849,2.934,3.274,4.125,5.808,7.537,8.707,9.323,9.403,9.067,8.411,8.144,8.151,7.841,7.385,7.34,6.981,6.185,5.476,4.675,4.783,7.498,15.01,23.069,29.423,35.645,40.477,43.074,37.906,44.197,44.058,43.956,44.038,44.054,42.735,42.657,43.135,43.293,42.889,42.149,40.294,39.528,33.627
0.054,656.746,0.566,-90.0,0.064,1071.35,0.627,-128.45,0.684,0.212,49.881,0.494,0.285,-0.743,-0.544,0.543,-0.067,2.379,2.385,0.482,3.507,7.417,8.485,25.063,7.405,16.915,2.121,2.274,2.314,2.544,2.513,2.645,2.797,2.968,3.082,3.26,3.651,4.319,5.333,6.281,6.956,7.461,7.798,8.02,8.138,8.253,8.511,8.635,8.661,8.869,8.753,8.221,7.962,7.346,7.59,10.653,15.382,18.449,20.199,21.839,23.128,23.93,20.936,24.814,24.911,25.132,25.614,26.037,25.939,26.041,26.531,26.42,26.316,25.893,25.016,24.769,21.577
1.299,967.925,0.781,-203.956,2.154,1652.217,0.775,-353.017,2.964,2.958,73.49,0.834,0.475,-0.289,0.049,0.767,0.185,6.588,5.47,4.069,2.038,3.693,2.542,28.023,4.331,5.529,1.392,1.525,1.568,1.708,1.688,1.748,1.793,1.844,1.825,1.879,1.998,2.288,2.928,3.742,4.206,4.446,4.34,3.857,3.409,3.183,3.126,2.959,2.759,2.707,2.64,2.506,2.39,2.302,2.397,2.853,4.236,6.821,10.798,16.901,23.486,28.06,27.007,30.053,29.966,29.982,30.077,29.957,29.045,28.715,28.836,28.298,27.833,27.282,25.976,25.142,22.179
1.382,853.106,0.867,-181.241,2.308,1461.883,0.869,-333.017,4.808,4.769,88.27,0.869,0.585,-0.166,0.177,0.804,0.218,8.2,6.654,5.025,2.001,3.875,2.49,35.649,4.658,5.917,1.272,1.452,1.487,1.676,1.62,1.674,1.734,1.806,1.762,1.791,1.925,2.267,3.046,3.999,4.558,4.781,4.634,4.061,3.483,3.189,3.125,2.922,2.696,2.655,2.592,2.447,2.32,2.223,2.342,2.854,4.444,7.39,12.203,19.842,29.01,35.848,33.815,39.155,39.061,38.788,38.988,38.64,37.029,36.495,36.88,36.082,35.671,34.312,32.799,31.025,25.996
1.63,859.565,0.915,-208.935,2.934,1589.433,0.917,-408.283,5.735,5.585,92.73,0.901,0.632,-0.022,0.314,0.838,0.255,10.369,8.31,6.397,1.695,3.351,1.99,38.099,4.092,5.151,1.079,1.241,1.267,1.451,1.409,1.434,1.493,1.539,1.479,1.497,1.607,1.906,2.602,3.512,4.0,4.209,4.068,3.499,2.948,2.698,2.624,2.426,2.216,2.171,2.123,1.978,1.832,1.717,1.811,2.299,3.772,6.529,11.335,18.964,28.649,36.636,35.539,41.252,41.35,41.131,41.317,41.143,39.846,39.223,39.073,39.075,37.895,36.712,35.324,34.11,28.494
1.775,946.74,0.94,-251.34,2.784,1437.917,0.943,-414.267,6.44,6.236,94.53,0.887,0.616,-0.088,0.253,0.836,0.199,10.212,8.37,6.168,1.764,3.337,2.23,37.412,3.993,5.219,1.107,1.258,1.284,1.494,1.443,1.482,1.55,1.604,1.556,1.585,1.714,1.993,2.626,3.43,3.899,4.106,3.975,3.477,3.005,2.787,2.729,2.583,2.394,2.382,2.338,2.193,2.071,1.967,2.071,2.59,3.976,6.463,10.637,17.885,27.652,36.064,32.874,41.175,41.215,41.105,41.396,41.1,39.621,38.872,39.148,38.202,37.307,35.496,33.542,32.409,27.715
1.827,962.727,0.946,-306.98,2.888,1589.883,0.952,-515.567,6.211,6.105,92.78,0.89,0.536,-0.076,0.264,0.839,0.201,10.427,8.641,6.299,1.443,2.688,1.788,30.72,3.187,4.209,0.902,1.027,1.047,1.196,1.169,1.209,1.264,1.315,1.281,1.306,1.404,1.624,2.14,2.765,3.117,3.266,3.177,2.811,2.443,2.25,2.227,2.096,1.951,1.916,1.89,1.771,1.672,1.585,1.646,2.036,3.172,5.246,8.401,14.082,21.44,28.137,26.64,32.223,33.016,32.575,32.637,32.704,31.708,31.419,31.786,31.617,30.766,30.727,30.097,28.771,24.109
1.64,811.713,0.949,-242.927,2.678,1376.917,0.952,-417.933,6.133,5.97,94.96,0.876,0.557,-0.139,0.204,0.825,0.183,9.442,7.885,5.911,1.766,3.159,2.181,32.991,3.713,4.774,1.11,1.259,1.307,1.484,1.461,1.509,1.563,1.616,1.582,1.616,1.728,1.975,2.539,3.243,3.626,3.806,3.707,3.307,2.893,2.68,2.635,2.5,2.336,2.325,2.288,2.171,2.052,1.951,2.024,2.454,3.683,5.865,9.517,15.713,24.065,31.084,30.702,35.736,35.739,35.573,36.14,36.237,34.532,34.059,34.147,33.801,33.273,32.131,30.504,28.717,23.582
1.535,868.067,0.95,-226.4,2.33,1404.017,0.953,-373.133,5.857,5.648,95.31,0.874,0.577,-0.147,0.196,0.824,0.177,9.387,7.869,5.809,1.875,3.34,2.334,34.697,3.912,5.096,1.191,1.328,1.379,1.569,1.544,1.591,1.652,1.709,1.687,1.722,1.844,2.109,2.685,3.397,3.831,4.002,3.904,3.49,3.084,2.856,2.815,2.667,2.503,2.459,2.419,2.31,2.201,2.099,2.188,2.662,3.957,6.235,10.028,16.551,25.401,33.032,31.752,37.985,38.119,37.52,37.921,37.985,36.463,35.66,36.432,35.704,34.792,33.623,31.608,30.309,24.583
1.555,839.093,0.954,-241.64,2.638,1504.3,0.956,-442.783,5.64,5.25,95.61,0.869,0.561,-0.167,0.176,0.818,0.175,9.017,7.63,5.688,1.905,3.356,2.355,33.618,3.895,5.027,1.177,1.32,1.371,1.587,1.549,1.597,1.668,1.735,1.71,1.75,1.871,2.164,2.748,3.42,3.816,3.979,3.892,3.507,3.105,2.9,2.841,2.699,2.53,2.5,2.449,2.327,2.211,2.116,2.209,2.672,3.925,6.128,10.12,16.189,24.327,31.135,30.931,35.631,36.134,36.243,36.186,36.226,35.345,34.693,35.148,34.003,33.641,32.643,31.308,29.895,26.25
0.709,302.96,0.932,-73.24,1.003,417.617,0.93,-99.767,5.546,5.006,93.8,0.846,0.526,-0.25,0.091,0.803,0.135,8.156,6.961,4.92,1.99,3.457,2.635,31.654,3.976,5.347,1.243,1.411,1.43,1.625,1.614,1.673,1.745,1.83,1.789,1.841,1.972,2.252,2.822,3.494,3.89,4.054,3.984,3.6,3.232,3.041,2.998,2.885,2.728,2.731,2.682,2.594,2.493,2.416,2.524,3.007,4.267,6.427,10.095,15.831,23.737,30.071,28.096,34.188,34.324,34.217,34.853,34.416,32.891,32.649,33.088,32.347,32.291,31.16,29.565,28.462,22.259
0.694,301.113,0.916,-88.967,1.077,479.917,0.915,-129.95,5.141,4.125,87.86,0.822,0.47,-0.324,0.011,0.774,0.13,6.862,5.878,4.086,2.028,3.573,2.75,28.093,4.084,5.524,1.225,1.387,1.422,1.615,1.609,1.68,1.758,1.86,1.819,1.874,2.013,2.316,2.901,3.584,3.997,4.153,4.103,3.736,3.377,3.167,3.142,3.013,2.85,2.856,2.8,2.684,2.604,2.503,2.642,3.16,4.465,6.582,10.085,15.424,22.458,27.917,24.989,30.88,30.724,30.536,30.754,30.38,29.056,28.491,29.558,28.986,28.497,27.526,25.954,25.209,19.856
0.836,625.164,0.882,-134.921,1.331,1115.55,0.881,-230.183,4.593,2.897,81.6,0.711,0.391,-0.543,-0.257,0.697,0.028,4.591,4.161,2.247,2.457,4.571,4.32,25.557,4.952,7.871,1.342,1.537,1.579,1.812,1.836,1.938,2.047,2.199,2.235,2.334,2.528,2.878,3.494,4.245,4.728,5.032,5.096,4.848,4.593,4.535,4.572,4.51,4.41,4.434,4.406,4.259,4.131,3.994,4.136,4.877,6.622,9.121,12.327,16.914,21.879,25.333,22.367,27.115,27.211,27.175,27.452,27.455,26.444,26.149,26.875,26.421,26.203,25.278,24.519,23.5,19.192
0.521,919.4,0.891,-154.623,0.741,1417.733,0.881,-216.317,4.457,2.016,65.29,0.64,0.298,-0.629,-0.374,0.644,-0.006,3.611,3.355,1.587,2.411,4.328,4.38,19.957,4.583,7.715,1.225,1.399,1.494,1.747,1.783,1.91,2.031,2.154,2.245,2.332,2.509,2.799,3.312,3.904,4.345,4.638,4.765,4.618,4.472,4.427,4.475,4.471,4.401,4.483,4.484,4.345,4.217,4.063,4.167,4.902,6.625,8.805,11.167,14.609,18.023,20.098,17.444,21.198,21.308,21.12,21.393,21.493,20.744,20.751,20.991,20.625,20.431,19.705,18.76,18.025,15.367
0.25,624.792,0.857,-94.269,0.35,986.867,0.852,-134.467,4.321,1.135,30.76,0.453,0.192,-0.766,-0.58,0.549,-0.128,2.433,2.439,0.728,2.563,4.682,6.05,16.071,4.673,9.3,1.293,1.455,1.51,1.76,1.805,1.958,2.113,2.298,2.404,2.533,2.736,3.01,3.45,3.962,4.374,4.704,4.941,5.035,5.109,5.194,5.369,5.495,5.571,5.753,5.876,5.902,5.929,5.863,6.096,6.934,8.483,10.117,11.483,13.411,15.215,16.216,13.789,16.74,16.768,16.72,17.082,17.15,16.64,16.648,16.858,16.841,16.555,16.183,15.518,14.908,12.668
1.248,985.619,0.734,-192.981,1.977,1687.283,0.717,-315.917,2.239,2.238,61.921,0.756,0.443,-0.47,-0.163,0.719,0.081,5.124,4.439,3.043,2.786,4.634,3.939,28.379,5.218,7.019,1.908,2.074,2.107,2.28,2.282,2.395,2.468,2.563,2.572,2.656,2.8,3.1,3.736,4.58,5.059,5.326,5.269,4.815,4.421,4.254,4.245,4.13,3.984,3.967,3.946,3.863,3.794,3.746,3.89,4.37,5.738,8.301,12.001,17.795,24.219,28.432,26.339,30.328,30.329,30.244,30.361,30.176,29.152,28.953,29.259,28.932,28.516,28.092,26.774,25.849,22.373
1.517,907.065,0.841,-191.641,2.501,1558.65,0.83,-351.267,4.029,4.002,82.796,0.86,0.586,-0.201,0.142,0.797,0.2,7.862,6.439,4.858,2.155,4.078,2.718,36.139,4.858,6.17,1.366,1.548,1.598,1.802,1.756,1.811,1.874,1.946,1.915,1.948,2.09,2.438,3.22,4.187,4.743,4.988,4.844,4.274,3.702,3.402,3.34,3.136,2.915,2.872,2.813,2.672,2.546,2.45,2.575,3.097,4.699,7.64,12.47,20.165,29.325,36.116,34.077,39.502,39.408,39.173,39.393,39.018,37.455,36.953,37.43,36.57,36.286,34.929,33.416,31.762,26.718
1.499,848.565,0.888,-207.159,2.688,1530.783,0.883,-401.017,4.813,4.781,82.727,0.904,0.647,-0.005,0.329,0.843,0.254,10.772,8.6,6.469,1.626,3.337,1.985,39.282,4.092,5.259,0.991,1.157,1.174,1.36,1.317,1.348,1.408,1.472,1.404,1.426,1.54,1.847,2.561,3.489,3.995,4.208,4.072,3.488,2.932,2.678,2.61,2.421,2.201,2.163,2.115,1.966,1.819,1.704,1.807,2.319,3.839,6.68,11.523,19.242,29.443,37.709,36.199,42.424,42.638,42.406,42.555,42.299,40.822,40.198,40.43,40.525,39.259,38.088,36.658,35.514,29.215
1.552,910.3,0.921,-236.088,2.436,1462.8,0.917,-394.917,5.022,4.994,94.359,0.904,0.639,-0.002,0.331,0.855,0.217,11.81,9.557,7.24,1.571,3.01,1.937,38.556,3.652,4.679,1.005,1.145,1.168,1.356,1.299,1.327,1.387,1.438,1.379,1.402,1.515,1.768,2.351,3.126,3.569,3.764,3.624,3.126,2.665,2.458,2.405,2.26,2.077,2.067,2.029,1.903,1.795,1.702,1.804,2.26,3.508,5.851,9.884,17.103,27.365,36.508,34.359,42.359,42.5,42.337,42.716,42.441,40.753,40.11,40.379,39.37,38.347,36.627,34.569,33.269,28.21
1.838,992.06,0.941,-312.507,2.962,1621.417,0.942,-526.333,5.23,5.186,93.906,0.892,0.596,-0.064,0.275,0.851,0.172,11.439,9.605,6.893,1.538,2.851,2.016,35.468,3.345,4.494,0.848,0.982,1.015,1.192,1.186,1.25,1.326,1.396,1.365,1.399,1.518,1.761,2.294,2.925,3.274,3.424,3.335,2.968,2.604,2.432,2.406,2.279,2.148,2.127,2.107,1.995,1.894,1.804,1.872,2.315,3.467,5.52,8.913,15.176,23.584,31.686,31.79,36.979,37.878,37.567,37.642,37.796,36.858,36.447,36.674,36.338,35.28,35.252,34.482,32.984,28.061
